id,title,company,experience,salary,location,description,url,role,skills,posted_date,posted_date_cleaned,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
709,"End User Computing - Collaboration Engineering India Lead, VP",Deutsche Bank,0 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-end-user-computing-collaboration-engineering-india-lead-vp-deutsche-bank-ag-pune-0-to-0-years-010725923986,Cloud Computing,N/A,Just now,,,,,0.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
710,Google Cloud/Kafka/Kong/Apigee_Associate Consultant,Infosys,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-google-cloud-kafka-kong-apigee-associate-consultant-infosys-limited-bengaluru-3-to-5-years-270625921578,Cloud Computing,N/A,4 days ago,2025-06-27,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
711,Infrastructure Architect,Accenture,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-architect-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-240625919984,Cloud Computing,N/A,1 week ago,2025-06-24,,,,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
712,Cloud Platform Architect,Accenture,15 - 20 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-cloud-platform-architect-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-270625924582,Cloud Computing,N/A,4 days ago,2025-06-27,,,,17.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
713,Application Architect,Accenture,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Indore",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-application-architect-accenture-solutions-pvt-ltd-indore-5-to-10-years-240625920832,Cloud Computing,N/A,1 week ago,2025-06-24,,,,7.5,"Chennai, Delhi, Hyderabad, Indore, Mumbai, Pune",
714,Program Director,IBM,20 - 25 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-program-director-ibm-india-pvt-limited-bengaluru-20-to-25-years-270625920533,Cloud Computing,N/A,4 days ago,2025-06-27,,,,22.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
715,Infrastructure and Platform Architect - L2,Wipro,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Coimbatore",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-and-platform-architect-l2-wipro-limited-coimbatore-8-to-10-years-250625926270,Cloud Computing,N/A,5 days ago,2025-06-26,,,,9.0,"Chennai, Coimbatore, Delhi, Hyderabad, Mumbai, Pune",
716,Infrastructure and Platform Architect - L2(Contract),Wipro,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-and-platform-architect-l2-contract-wipro-limited-chennai-5-to-10-years-250625929799,Cloud Computing,N/A,5 days ago,2025-06-26,,,,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
717,AWS Admin And AWS Architect,Infosys,2 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Thiruvananthapuram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-aws-admin-and-aws-architect-infosys-limited-thiruvananthapuram-2-to-3-years-270625921892,Cloud Computing,N/A,4 days ago,2025-06-27,,,,2.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune, Thiruvananthapuram",
718,Remote Cloud Solutions Architect 57 Lakhs CTC || Srinivasa Reddy Kandi,Posted by Vcloud Technologies Investment,12 - 15 years,55-60 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Ahmedabad, Chennai, Bengaluru","Dear Candidate,",https://www.naukri.com/job-listings-remote-cloud-solutions-architect-57-lakhs-ctc-srinivasa-reddy-kandi-vcloud-technologies-investment-ahmedabad-chennai-bengaluru-12-to-15-years-020425005628,Cloud Computing,N/A,1 day ago,2025-06-30,5500000.0,6000000.0,5750000.0,13.5,"Ahmedabad, Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
719,Application Developer-Cloud FullStack,IBM,3 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-application-developer-cloud-fullstack-ibm-india-pvt-limited-bengaluru-3-to-7-years-270625919459,Cloud Computing,N/A,4 days ago,2025-06-27,,,,5.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
720,Infrastructure and Platform Architect - L2,Wipro,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-and-platform-architect-l2-wipro-limited-hyderabad-8-to-10-years-250625928295,Cloud Computing,N/A,5 days ago,2025-06-26,,,,9.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
721,Infrastructure and Platform Architect - L2,Wipro,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-and-platform-architect-l2-wipro-limited-pune-8-to-10-years-250625925225,Cloud Computing,N/A,5 days ago,2025-06-26,,,,9.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
722,AWS Admin And AWS Architect,Infosys,5 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Thiruvananthapuram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-aws-admin-and-aws-architect-infosys-limited-thiruvananthapuram-5-to-7-years-270625921963,Cloud Computing,N/A,4 days ago,2025-06-27,,,,6.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune, Thiruvananthapuram",
723,Infrastructure and Platform Architect - L2,Wipro,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-and-platform-architect-l2-wipro-limited-pune-8-to-10-years-250625930452,Cloud Computing,N/A,5 days ago,2025-06-26,,,,9.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
724,Infrastructure and Platform Architect - L2,Wipro,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-and-platform-architect-l2-wipro-limited-pune-8-to-10-years-250625927252,Cloud Computing,N/A,5 days ago,2025-06-26,,,,9.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
725,Infrastructure and Platform Architect - L3,Wipro,10 - 15 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-and-platform-architect-l3-wipro-limited-pune-10-to-15-years-250625926931,Cloud Computing,N/A,5 days ago,2025-06-26,,,,12.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
726,Infrastructure and Platform Architect - L3,Wipro,10 - 15 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-infrastructure-and-platform-architect-l3-wipro-limited-pune-10-to-15-years-250625929472,Cloud Computing,N/A,5 days ago,2025-06-26,,,,12.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
727,Cloud Data Platform Engineer - B,Capgemini,3 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-cloud-data-platform-engineer-b-capgemini-technology-services-india-limited-bengaluru-3-to-7-years-180625923324,Cloud Computing,N/A,1 week ago,2025-06-24,,,,5.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
728,.Net + AWS Developer,Infosys,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-net-aws-developer-infosys-limited-bengaluru-3-to-5-years-270625922630,Cloud Computing,N/A,4 days ago,2025-06-27,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
729,Application Architect-Salesforce,IBM,7 - 11 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-application-architect-salesforce-ibm-india-pvt-limited-bengaluru-7-to-11-years-270625919678,Cloud Computing,N/A,4 days ago,2025-06-27,,,,9.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
730,Application Architect-Microsoft Business Applications,IBM,12 - 17 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-application-architect-microsoft-business-applications-ibm-india-pvt-limited-bengaluru-12-to-17-years-270625918842,Cloud Computing,N/A,4 days ago,2025-06-27,,,,14.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
731,Senior Cloud Engineer,Posted by IDESLABS PRIVATE LIMITED,3 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-senior-cloud-engineer-ideslabs-private-limited-bengaluru-3-to-4-years-260625926468,Cloud Computing,N/A,5 days ago,2025-06-26,,,,3.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
732,Salesforce Communications Cloud Architect,Gravity Infosolutions,5 - 9 years,Not Disclosed,Remote,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-salesforce-communications-cloud-architect-gravity-infosolutions-remote-5-to-9-years-280625501379,Cloud Computing,"container, cloud services, network security, microsoft azure, access management, serverless, networking, network architecture, scalability, salesforce, cloud architecture, gcp, migration, integration, cloud infrastructure, cloud computing, aws, architecture",2 days ago,2025-06-29,,,,7.0,Remote,"Container, Cloud Services, Network Security, Microsoft Azure, Access Management, Serverless, Networking, Network Architecture, Scalability, Salesforce, Cloud Architecture, Gcp, Migration, Integration, Cloud Infrastructure, Cloud Computing, Aws, Architecture"
733,"Prod Compliance Sr. Associate EN, Global Solutions & Risk Compliance",Amazon,0 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru","The Global Solutions and Risk Compliance (GSRC) organization is a component of Amazons operations,  dedicated to ensuring the compliance of its products and services worldwide.  GSRCs core mission is to keep customers,  partners,  and associates safe while protecting the company from legal and regulatory risks.  With a diverse global team spanning across India,  China,  Poland,  Romania,  Netherlands,  Jordan,  Philippines and Costa Rica,  GSRC partners with its stakeholders to classify products and ensure regulatory and legal compliance for product listings.  GSRC raises the bar on quality by implementing operational changes matching the everchanging regulatory space.  The team designs global,  consistent,  and scalable solutions and prioritize a blend between technology-driven and human decision-making processes.  GSRC believes that innovation thrives on diversity,  fostering an inclusive and equitable culture that empowers employees with opportunities for learning and development.    Key job responsibilities As a Senior Compliance Associate,  your responsibility is reviewing the latest product information as per Standard Operations Procedures (SOP) and cross-checking it against the relevant regulatory documentation.  Using various Amazon-specific tools and systems you classify the products to ensure they meet the necessary compliance requirements for availability on Amazon.  Throughout the day,  you work closely with your manager and the Process Experts and address any deviations from standard SOPs,  seeking their guidance when necessary.  You maintain detailed records of your assigned tasks and utilize standardized reports to prioritize your work,  ensuring you meet Quality,  Productivity and Service Level Agreement targets.  You may identify opportunities for improvement and collaborate with partner teams to explore ways to reduce manual effort,  such as automating reports using Excel queries.  You share feedback on the teams SOPs,  contributing to the ongoing refinement of the operational processes.  You participate in knowledge-sharing sessions,  contributing with your expertise and learnings.  As a mentor,  you may support peers by answering their queries and providing process-level training.    Required Skills:   Ability to use Microsoft Excel tool as per role requirements (filtering and sorting in data sets,  cell referencing,  pivot tables,  data validation,  etc. )   Basic understanding of SQL,  can self-service defined queries and make simple changes to retrieve data from a database   Knowledgeable in Customer Relationship Management tools,  managing customer data and tracking interactions   Attention to detail and ability to analyze and identify patterns across data sets and information   Problem-solving skills,  with the ability to find solutions through logic,  intuition,  creativity,  and design thinking   Commitment to investigation,  research,  and diving deep to seek facts   Ability to understand,  interpret,  critique,  analyses and communicate data  About the team Amazon is an E-commerce and Cloud Computing company with headquarters in Seattle,  Washington.  Since 1995,  Amazon has focused on being  the world s most customer centric company.   Our customers are worldwide,  and include not just consumers,  but also our sellers and vendors (selling partners).  World-class retail brands and individual sellers increase their sales and reach new customers by leveraging the power of the Amazon e-commerce platform.  To meet our selling partners  needs,  our smart,  diverse,  customer-obsessed employees are constantly innovating and building on new ideas.  The Operational Risk Compliance (ORC) organization exists to keep our customers and partners safe,  protect associates,  and ensure legal and regulatory compliance.  We coordinate the aspects of product transactions that are regulated (distribution,  shipping,  sale,  and import/export).  Global Solutions and Risk Compliance (GSRC) is the operational arm of the ORC organization.  This involves analyzing product import documentation and flagging hazardous risks.  We are also responsible for keeping Amazon customers safe and informed by coordinating actions around worldwide program teams to classify products and ensure Amazon s product listings follow regulatory and legal compliance guidelines.  These actions include removing products from the site and from our warehouses,  and contacting customers with pertinent sustainability information.  The ORC team partners with GSRC supports regulatory compliance requirements for Amazon s worldwide programs such as Dangerous Goods,  Chemical Safety Compliance,  Global Trade Services,  Transport Risk Compliance,  Sustainability,  Extended Producer Responsibility and Food Safety.  GSRC has offices across India,  China,  Poland,  Romania,  Jordan,  Philippines and Costa Rica and supports compliance related needs for worldwide Amazon marketplaces.  - Bachelor degree in Business,  Finance,  Engineering or similar fields - English B2+ proficiency in verbal and written communication",https://www.naukri.com/job-listings-prod-compliance-sr-associate-en-global-solutions-risk-compliance-amazon-development-centre-india-pvt-ltd-bengaluru-0-to-8-years-060225500397,Cloud Computing,"Cloud computing, Data validation, Service level, Excel, Operational risk, Legal compliance, Regulatory compliance, Food safety, SQL, CRM",3+ weeks ago,2025-06-10,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Cloud Computing, Data Validation, Service Level, Excel, Operational Risk, Legal Compliance, Regulatory Compliance, Food Safety, Sql, Crm"
734,"GCP DevOps Engineer, AS",Deutsche Bank,0 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-gcp-devops-engineer-as-deutsche-bank-ag-pune-0-to-0-years-010725923968,Cloud Computing,N/A,Just now,,,,,0.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
735,"Technology Manager, VP",Deutsche Bank,15 - 18 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",Role Description,https://www.naukri.com/job-listings-technology-manager-vp-deutsche-bank-ag-pune-15-to-18-years-010725917402,Cloud Computing,N/A,Few hours ago,,,,,16.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
736,"Cloud Engineer, AI",Google,1 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",read more,https://www.naukri.com/job-listings-cloud-engineer-ai-google-hyderabad-1-to-4-years-200625502083,Cloud Computing,"algorithms, python, software development, data analytics, scala, data warehousing, google, machine learning, pipeline, r, data science, design, cloud infrastructure, data structures, data visualization, etl, big data, cloud computing, communication skills",1 week ago,2025-06-24,,,,2.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Algorithms, Python, Software Development, Data Analytics, Scala, Data Warehousing, Google, Machine Learning, Pipeline, R, Data Science, Design, Cloud Infrastructure, Data Structures, Data Visualization, Etl, Big Data, Cloud Computing, Communication Skills"
737,"Cloud Engineer, AI",Google,1 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",read more,https://www.naukri.com/job-listings-cloud-engineer-ai-google-gurugram-1-to-4-years-200625502145,Cloud Computing,"algorithms, python, software development, data analytics, scala, data warehousing, google, machine learning, pipeline, r, data science, design, cloud infrastructure, data structures, data visualization, etl, big data, cloud computing, communication skills",1 week ago,2025-06-24,,,,2.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune","Algorithms, Python, Software Development, Data Analytics, Scala, Data Warehousing, Google, Machine Learning, Pipeline, R, Data Science, Design, Cloud Infrastructure, Data Structures, Data Visualization, Etl, Big Data, Cloud Computing, Communication Skills"
738,Cloud Engineer,NTT DATA Business Solutions,12 - 17 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",read more,https://www.naukri.com/job-listings-cloud-engineer-ntt-data-hyderabad-12-to-17-years-250625500728,Cloud Computing,"VMware, Cloud computing, Automation, Networking, Production support, Active directory, Windows, Customer service, Troubleshooting, Monitoring",5 days ago,2025-06-26,,,,14.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Vmware, Cloud Computing, Automation, Networking, Production Support, Active Directory, Windows, Customer Service, Troubleshooting, Monitoring"
739,Azure Architect,Wipro,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-azure-architect-wipro-limited-pune-8-to-10-years-250625926217,Cloud Computing,N/A,5 days ago,2025-06-26,,,,9.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
740,UC Solution Lead,Infosys,7 - 9 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-uc-solution-lead-infosys-limited-bengaluru-7-to-9-years-270625922534,Cloud Computing,N/A,4 days ago,2025-06-27,,,,8.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
741,DevOps Manager,No Names,0 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-devops-manager-no-names-new-delhi-0-to-5-years-180625500800,Cloud Computing,"continuous integration, cd, kubernetes, python, github, ci/cd, microsoft azure, scalability, docker, ansible, continuous delivery, automation, git, devops, linux, jenkins, cloud infrastructure, terraform, shell scripting, aws, cloud computing, ci cd pipeline, jira",1 week ago,2025-06-24,,,,2.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Continuous Integration, Cd, Kubernetes, Python, Github, Ci/Cd, Microsoft Azure, Scalability, Docker, Ansible, Continuous Delivery, Automation, Git, Devops, Linux, Jenkins, Cloud Infrastructure, Terraform, Shell Scripting, Aws, Cloud Computing, Ci Cd Pipeline, Jira"
